"Mod name","Registry name","Entity class name","ID"
"ProjectE","projecte:nova_cataclysm_primed","EntityNovaCataclysmPrimed",7
"ProjectE","projecte:nova_catalyst_primed","EntityNovaCatalystPrimed",6
"ProjectE","projecte:swrg_projectile","EntitySWRGProjectile",10
"ProjectE","projecte:water_projectile","EntityWaterProjectile",1
"Quark","quark:archaeologist","EntityArchaeologist",16
"Quark","quark:arrow_ender","EntityArrowEnder",5
"Quark","quark:arrow_explosive","EntityArrowExplosive",6
"Quark","quark:arrow_torch","EntityArrowTorch",7
"Quark","quark:ashen","EntityAshen",1
"Quark","quark:chest_passenger","EntityChestPassenger",13
"Quark","quark:colored_item_frame","EntityColoredItemFrame",0
"Quark","quark:crab","EntityCrab",22
"Quark","quark:dragon_breath_bottle","EntityDragonBreathBottle",11
"Quark","quark:dweller","EntityDweller",2
"Quark","quark:flat_item_frame","EntityFlatItemFrame",9
"Quark","quark:foxhound","EntityFoxhound",21
"Quark","quark:frog","EntityFrog",18
"Quark","quark:glass_item_frame","EntityGlassItemFrame",10
"Quark","quark:gravisand","EntityGravisand",23
"Quark","quark:leash_knot","EntityLeashKnot2TheKnotting",19
"Quark","quark:parrot_egg","EntityParrotEgg",14
"Quark","quark:pickarang","EntityPickarang",20
"Quark","quark:pirate","EntityPirate",3
"Quark","quark:seat","Seat",12
"Quark","quark:soul_powder","EntitySoulPowder",8
"Quark","quark:stoneling","EntityStoneling",17
"Quark","quark:wraith","EntityWraith",4
"Rats","rats:black_death","EntityBlackDeath",18
"Rats","rats:cheese_cannonball","EntityCheeseCannonball",15
"Rats","rats:feral_ratlantean","EntityFeralRatlantean",7
"Rats","rats:illager_piper","EntityIllagerPiper",2
"Rats","rats:laser_beam","EntityLaserBeam",9
"Rats","rats:marbled_cheese_golem","EntityMarbleCheeseGolem",5
"Rats","rats:marbled_cheese_golem_beam","EntityGolemBeam",6
"Rats","rats:neo_ratlantean","EntityNeoRatlantean",8
"Rats","rats:neo_ratlantean_portal","EntityLaserPortal",10
"Rats","rats:pirat","EntityPirat",14
"Rats","rats:pirat_boat","EntityPiratBoat",13
"Rats","rats:plague_beast","EntityPlagueBeast",20
"Rats","rats:plague_cloud","EntityPlagueCloud",19
"Rats","rats:plague_doctor","EntityPlagueDoctor",16
"Rats","rats:plague_shot","EntityPlagueShot",21
"Rats","rats:purifying_liquid","EntityPurifyingLiquid",17
"Rats","rats:rat","EntityRat",1
"Rats","rats:rat_arrow","EntityRatArrow",24
"Rats","rats:rat_capture_net","EntityRatCaptureNet",22
"Rats","rats:rat_dragon_fire","EntityRatDragonFire",23
"Rats","rats:ratlantean_flame","EntityRatlanteanFlame",4
"Rats","rats:ratlantean_spirit","EntityRatlanteanSpirit",3
"Rats","rats:thrown_block","EntityThrownBlock",11
"Rats","rats:vial_of_sentience","EntityVialOfSentience",12
"RiseOfTheAnimagus","morphspellpack:bat_minion","EntityBatMinion",2
"RiseOfTheAnimagus","morphspellpack:disguise","EntityDisguise",3
"RiseOfTheAnimagus","morphspellpack:lich","EntityLich",7
"RiseOfTheAnimagus","morphspellpack:light_wisp","EntityLightWisp",4
"RiseOfTheAnimagus","morphspellpack:radiant_spark","EntityRadiantSpark",5
"RiseOfTheAnimagus","morphspellpack:starfall","EntityStarfall",6
"RiseOfTheAnimagus","morphspellpack:temporary_rabbit","EntityTemporaryRabbit",1
"Rustic","rustic:chair","EntityChair",1
"Rustic","rustic:tomato","EntityTomato",0
"Simple Paraglider","simple_paraglider:paraglider","ParagliderEntity",0
"Spartan Weaponry","spartanweaponry:arrow_diamond","EntityArrowDiamond",9
"Spartan Weaponry","spartanweaponry:arrow_explosive","EntityArrowExplosive",10
"Spartan Weaponry","spartanweaponry:arrow_iron","EntityArrowIron",8
"Spartan Weaponry","spartanweaponry:arrow_wood","EntityArrowWood",7
"Spartan Weaponry","spartanweaponry:bolt","EntityBoltTipped",1
"Spartan Weaponry","spartanweaponry:bolt_diamond","EntityBoltDiamond",13
"Spartan Weaponry","spartanweaponry:bolt_specral","EntityBoltSpectral",2
"Spartan Weaponry","spartanweaponry:boomerang_thrown","EntityBoomerang",11
"Spartan Weaponry","spartanweaponry:dagger_thrown","EntityThrownWeapon",3
"Spartan Weaponry","spartanweaponry:dynamite","EntityDynamite",12
"Spartan Weaponry","spartanweaponry:javelin_thrown","EntityThrownJavelin",6
"Spartan Weaponry","spartanweaponry:throwing_axe","EntityThrowingAxe",5
"Spartan Weaponry","spartanweaponry:throwing_knife","EntityThrowingKnife",4
"SpellBundle","spellbundle:wasp_minion","EntityWaspMinion",0
"Subaquatic","subaquatic:chest_boat","EntityBoatChest",0
"Subaquatic","subaquatic:cod","EntityCod",6
"Subaquatic","subaquatic:crafting_table_boat","EntityBoatWorkbench",4
"Subaquatic","subaquatic:crafting_table_minecart","EntityMinecartWorkbench",5
"Subaquatic","subaquatic:ender_chest_boat","EntityBoatEnderChest",1
"Subaquatic","subaquatic:ender_chest_minecart","EntityMinecartEnderChest",2
"Subaquatic","subaquatic:fish","EntityFish",10
"Subaquatic","subaquatic:furnace_boat","EntityBoatFurnace",3
"Subaquatic","subaquatic:pufferfish","EntityPufferfish",9
"Subaquatic","subaquatic:salmon","EntitySalmon",7
"Subaquatic","subaquatic:tropical_fish","EntityTropicalFish",8
"Thaumcraft","thaumcraft:alumentum","EntityAlumentum",6
"Thaumcraft","thaumcraft:arcanebore","EntityArcaneBore",18
"Thaumcraft","thaumcraft:bottletaint","EntityBottleTaint",9
"Thaumcraft","thaumcraft:brainyzombie","EntityBrainyZombie",24
"Thaumcraft","thaumcraft:causalitycollapser","EntityCausalityCollapser",12
"Thaumcraft","thaumcraft:cultistcleric","EntityCultistCleric",33
"Thaumcraft","thaumcraft:cultistknight","EntityCultistKnight",32
"Thaumcraft","thaumcraft:cultistleader","EntityCultistLeader",22
"Thaumcraft","thaumcraft:cultistportalgreater","EntityCultistPortalGreater",0
"Thaumcraft","thaumcraft:cultistportallesser","EntityCultistPortalLesser",1
"Thaumcraft","thaumcraft:eldritchcrab","EntityEldritchCrab",34
"Thaumcraft","thaumcraft:eldritchgolem","EntityEldritchGolem",21
"Thaumcraft","thaumcraft:eldritchguardian","EntityEldritchGuardian",31
"Thaumcraft","thaumcraft:eldritchorb","EntityEldritchOrb",8
"Thaumcraft","thaumcraft:eldritchwarden","EntityEldritchWarden",20
"Thaumcraft","thaumcraft:fallingtaint","EntityFallingTaint",5
"Thaumcraft","thaumcraft:firebat","EntityFireBat",27
"Thaumcraft","thaumcraft:fluxrift","EntityFluxRift",2
"Thaumcraft","thaumcraft:focuscloud","EntityFocusCloud",14
"Thaumcraft","thaumcraft:focusmine","EntityFocusMine",15
"Thaumcraft","thaumcraft:focusprojectile","EntityFocusProjectile",13
"Thaumcraft","thaumcraft:followitem","EntityFollowingItem",4
"Thaumcraft","thaumcraft:giantbrainyzombie","EntityGiantBrainyZombie",25
"Thaumcraft","thaumcraft:golem","EntityThaumcraftGolem",19
"Thaumcraft","thaumcraft:golemdart","EntityGolemDart",7
"Thaumcraft","thaumcraft:golemorb","EntityGolemOrb",10
"Thaumcraft","thaumcraft:grapple","EntityGrapple",11
"Thaumcraft","thaumcraft:inhabitedzombie","EntityInhabitedZombie",35
"Thaumcraft","thaumcraft:mindspider","EntityMindSpider",30
"Thaumcraft","thaumcraft:pech","EntityPech",29
"Thaumcraft","thaumcraft:specialitem","EntitySpecialItem",3
"Thaumcraft","thaumcraft:spellbat","EntitySpellBat",28
"Thaumcraft","thaumcraft:taintacle","EntityTaintacle",38
"Thaumcraft","thaumcraft:taintaclegiant","EntityTaintacleGiant",23
"Thaumcraft","thaumcraft:taintacletiny","EntityTaintacleSmall",39
"Thaumcraft","thaumcraft:taintcrawler","EntityTaintCrawler",37
"Thaumcraft","thaumcraft:taintseed","EntityTaintSeed",41
"Thaumcraft","thaumcraft:taintseedprime","EntityTaintSeedPrime",42
"Thaumcraft","thaumcraft:taintswarm","EntityTaintSwarm",40
"Thaumcraft","thaumcraft:thaumslime","EntityThaumicSlime",36
"Thaumcraft","thaumcraft:turretadvanced","EntityTurretCrossbowAdvanced",17
"Thaumcraft","thaumcraft:turretbasic","EntityTurretCrossbow",16
"Thaumcraft","thaumcraft:wisp","EntityWisp",26
"Thaumic Augmentation","thaumicaugmentation:autocaster","EntityAutocaster",4
"Thaumic Augmentation","thaumicaugmentation:autocaster_eldritch","EntityAutocasterEldritch",5
"Thaumic Augmentation","thaumicaugmentation:celestial_observer","EntityCelestialObserver",11
"Thaumic Augmentation","thaumicaugmentation:dimensional_fracture","EntityDimensionalFracture",0
"Thaumic Augmentation","thaumicaugmentation:eldritch_golem","EntityTAEldritchGolem",9
"Thaumic Augmentation","thaumicaugmentation:eldritch_guardian","EntityTAEldritchGuardian",6
"Thaumic Augmentation","thaumicaugmentation:eldritch_warden","EntityTAEldritchWarden",7
"Thaumic Augmentation","thaumicaugmentation:golem_orb","EntityTAGolemOrb",10
"Thaumic Augmentation","thaumicaugmentation:item_important","EntityItemImportant",12
"Thaumic Augmentation","thaumicaugmentation:item_indestructible","EntityItemIndestructible",2
"Thaumic Augmentation","thaumicaugmentation:item_rift_jar","EntityItemBlockRiftJar",1
"Thaumic Augmentation","thaumicaugmentation:primal_wisp","EntityPrimalWisp",8
"Thaumic Augmentation","thaumicaugmentation:shield_focus","EntityFocusShield",3
"Thaumic Periphery","thaumicperiphery:magic_arrow","EntityMagicArrow",0
"Thaumic Wonders","thaumicwonders:corruption_avatar","EntityCorruptionAvatar",4
"Thaumic Wonders","thaumicwonders:flux_fireball","EntityFluxFireball",5
"Thaumic Wonders","thaumicwonders:flying_carpet","EntityFlyingCarpet",0
"Thaumic Wonders","thaumicwonders:hexamite_primed","EntityHexamitePrimed",2
"Thaumic Wonders","thaumicwonders:primal_arrow","EntityPrimalArrow",3
"Thaumic Wonders","thaumicwonders:void_portal","EntityVoidPortal",1
"The Aether","aether_legacy:aechor_plant","EntityAechorPlant",10
"The Aether","aether_legacy:aerbunny","EntityAerbunny",4
"The Aether","aether_legacy:aerwhale","EntityAerwhale",5
"The Aether","aether_legacy:cockatrice","EntityCockatrice",7
"The Aether","aether_legacy:enchanted_dart","EntityDartEnchanted",17
"The Aether","aether_legacy:fire_ball","EntityFireBall",19
"The Aether","aether_legacy:fire_minion","EntityFireMinion",23
"The Aether","aether_legacy:floating_block","EntityFloatingBlock",25
"The Aether","aether_legacy:flying_cow","EntityFlyingCow",2
"The Aether","aether_legacy:golden_dart","EntityDartGolden",15
"The Aether","aether_legacy:hammer_projectile","EntityHammerProjectile",29
"The Aether","aether_legacy:ice_ball","EntityIceyBall",20
"The Aether","aether_legacy:lightning_knife","EntityLightningKnife",30
"The Aether","aether_legacy:mimic","EntityMimic",11
"The Aether","aether_legacy:mini_cloud","EntityMiniCloud",24
"The Aether","aether_legacy:moa","EntityMoa",0
"The Aether","aether_legacy:parachute","EntityParachute",31
"The Aether","aether_legacy:phoenix_arrow","EntityPhoenixArrow",27
"The Aether","aether_legacy:phyg","EntityPhyg",1
"The Aether","aether_legacy:poison_dart","EntityDartPoison",16
"The Aether","aether_legacy:poison_needle","EntityPoisonNeedle",18
"The Aether","aether_legacy:sentry","EntitySentry",8
"The Aether","aether_legacy:sheepuff","EntitySheepuff",3
"The Aether","aether_legacy:slider","EntitySlider",12
"The Aether","aether_legacy:sun_spirit","EntitySunSpirit",14
"The Aether","aether_legacy:swet","EntitySwet",6
"The Aether","aether_legacy:thunder_ball","EntityThunderBall",21
"The Aether","aether_legacy:tipped_phoenix_arrow","EntityTippedPhoenixArrow",33
"The Aether","aether_legacy:tnt_present","EntityTNTPresent",26
"The Aether","aether_legacy:valkyrie","EntityValkyrie",22
"The Aether","aether_legacy:valkyrie_queen","EntityValkyrieQueen",13
"The Aether","aether_legacy:whirlwind","EntityWhirlwind",32
"The Aether","aether_legacy:zephyr","EntityZephyr",9
"The Aether","aether_legacy:zephyr_snowball","EntityZephyrSnowball",28
"The Beneath","beneath:hand","EntityHand",2
"The Beneath","beneath:shadow","EntityShadow",1
"The Betweenlands","thebetweenlands:anadia","EntityAnadia",162
"The Betweenlands","thebetweenlands:angler","EntityAngler",2
"The Betweenlands","thebetweenlands:angry_pebble","EntityAngryPebble",61
"The Betweenlands","thebetweenlands:ash_sprite","EntityAshSprite",113
"The Betweenlands","thebetweenlands:barrishee","EntityBarrishee",111
"The Betweenlands","thebetweenlands:betweenlands_fish_hook","EntityBLFishHook",164
"The Betweenlands","thebetweenlands:betweenstone_pebble","EntityBetweenstonePebble",147
"The Betweenlands","thebetweenlands:bl_arrow","EntityBLArrow",23
"The Betweenlands","thebetweenlands:bl_elexir","EntityElixir",70
"The Betweenlands","thebetweenlands:blood_snail","EntityBloodSnail",18
"The Betweenlands","thebetweenlands:boulder_sprite","EntityBoulderSprite",79
"The Betweenlands","thebetweenlands:bubbler_crab","EntityBubblerCrab",175
"The Betweenlands","thebetweenlands:bubbler_crab_bubble","EntityBubblerCrabBubble",179
"The Betweenlands","thebetweenlands:cave_fish","EntityCaveFish",180
"The Betweenlands","thebetweenlands:cc_ground_spawner","EntityCCGroundSpawner",123
"The Betweenlands","thebetweenlands:chiromaw","EntityChiromaw",35
"The Betweenlands","thebetweenlands:chiromaw_droppings","EntityChiromawDroppings",151
"The Betweenlands","thebetweenlands:chiromaw_greebling_rider","EntityChiromawGreeblingRider",144
"The Betweenlands","thebetweenlands:chiromaw_hatchling","EntityChiromawHatchling",152
"The Betweenlands","thebetweenlands:chiromaw_matriarch","EntityChiromawMatriarch",149
"The Betweenlands","thebetweenlands:chiromaw_tame","EntityChiromawTame",153
"The Betweenlands","thebetweenlands:crypt_crawler","EntityCryptCrawler",109
"The Betweenlands","thebetweenlands:dark_druid","EntityDarkDruid",0
"The Betweenlands","thebetweenlands:decay_pit_target","EntityDecayPitTarget",115
"The Betweenlands","thebetweenlands:draeton","EntityDraeton",140
"The Betweenlands","thebetweenlands:draeton_chiromaw_tamed","EntityPullerChiromaw",143
"The Betweenlands","thebetweenlands:draeton_dragonfly","EntityPullerDragonfly",141
"The Betweenlands","thebetweenlands:draeton_firefly","EntityPullerFirefly",142
"The Betweenlands","thebetweenlands:dragonfly","EntityDragonFly",16
"The Betweenlands","thebetweenlands:dreadful_mummy","EntityDreadfulMummy",71
"The Betweenlands","thebetweenlands:emberling","EntityEmberling",128
"The Betweenlands","thebetweenlands:emberling_shaman","EntityEmberlingShaman",124
"The Betweenlands","thebetweenlands:false_xp","EntityFalseXPOrb",138
"The Betweenlands","thebetweenlands:firefly","EntityFirefly",10
"The Betweenlands","thebetweenlands:fish_bait_item","EntityFishBait",161
"The Betweenlands","thebetweenlands:fish_vortex","EntityFishVortex",183
"The Betweenlands","thebetweenlands:fishing_spear","EntityFishingSpear",165
"The Betweenlands","thebetweenlands:fishing_tackle_box_seat","EntityFishingTackleBoxSeat",166
"The Betweenlands","thebetweenlands:flame_jet","EntityFlameJet",126
"The Betweenlands","thebetweenlands:fortress_boss","EntityFortressBoss",62
"The Betweenlands","thebetweenlands:fortress_boss_blockade","EntityFortressBossBlockade",65
"The Betweenlands","thebetweenlands:fortress_boss_projectile","EntityFortressBossProjectile",66
"The Betweenlands","thebetweenlands:fortress_boss_spawner","EntityFortressBossSpawner",64
"The Betweenlands","thebetweenlands:fortress_boss_teleporter","EntityFortressBossTeleporter",68
"The Betweenlands","thebetweenlands:fortress_boss_turret","EntityFortressBossTurret",67
"The Betweenlands","thebetweenlands:freshwater_urchin","EntityFreshwaterUrchin",177
"The Betweenlands","thebetweenlands:frog","EntityFrog",37
"The Betweenlands","thebetweenlands:gallery_frame","EntityGalleryFrame",131
"The Betweenlands","thebetweenlands:gas_cloud","EntityGasCloud",42
"The Betweenlands","thebetweenlands:gecko","EntityGecko",27
"The Betweenlands","thebetweenlands:glowing_goop","EntityGlowingGoop",182
"The Betweenlands","thebetweenlands:grapping_hook_node","EntityGrapplingHookNode",58
"The Betweenlands","thebetweenlands:greebling","EntityGreebling",77
"The Betweenlands","thebetweenlands:greebling_coracle","EntityGreeblingCoracle",155
"The Betweenlands","thebetweenlands:greebling_corpse","EntityGreeblingCorpse",154
"The Betweenlands","thebetweenlands:greebling_volarpad_floater","EntityGreeblingVolarpadFloater",146
"The Betweenlands","thebetweenlands:item_frame","EntityBLItemFrame",185
"The Betweenlands","thebetweenlands:jellyfish","EntityJellyfish",171
"The Betweenlands","thebetweenlands:jellyfish_cave","EntityJellyfishCave",173
"The Betweenlands","thebetweenlands:large_sludge_worm","EntityLargeSludgeWorm",95
"The Betweenlands","thebetweenlands:leech","EntityLeech",14
"The Betweenlands","thebetweenlands:lightning","EntityBLLightningBolt",136
"The Betweenlands","thebetweenlands:lurker","EntityLurker",25
"The Betweenlands","thebetweenlands:lurker_skin_raft","EntityLurkerSkinRaft",100
"The Betweenlands","thebetweenlands:mire_snail","EntityMireSnail",20
"The Betweenlands","thebetweenlands:mire_snail_egg","EntityMireSnailEgg",22
"The Betweenlands","thebetweenlands:mist_brige","EntityMistBridge",170
"The Betweenlands","thebetweenlands:moving_spawner_hole","EntityMovingSpawnerHole",105
"The Betweenlands","thebetweenlands:moving_wall","EntityMovingWall",127
"The Betweenlands","thebetweenlands:multipart_dummy","EntityMultipartDummy",139
"The Betweenlands","thebetweenlands:mummy_arm","EntityMummyArm",60
"The Betweenlands","thebetweenlands:olm","EntityOlm",33
"The Betweenlands","thebetweenlands:peat_mummy","EntityPeatMummy",52
"The Betweenlands","thebetweenlands:predator_arrow_guide","EntityPredatorArrowGuide",90
"The Betweenlands","thebetweenlands:pyrad","EntityPyrad",49
"The Betweenlands","thebetweenlands:pyrad_flame","EntityPyradFlame",51
"The Betweenlands","thebetweenlands:resurrection","EntityResurrection",137
"The Betweenlands","thebetweenlands:rock_snot","EntityRockSnot",167
"The Betweenlands","thebetweenlands:rock_snot_tendril","EntityRockSnotTendril",169
"The Betweenlands","thebetweenlands:root_grabber","EntityRootGrabber",86
"The Betweenlands","thebetweenlands:root_sprite","EntityRootSprite",88
"The Betweenlands","thebetweenlands:rope_node","EntityRopeNode",57
"The Betweenlands","thebetweenlands:sap_spit","EntitySapSpit",84
"The Betweenlands","thebetweenlands:shambler","EntityShambler",101
"The Betweenlands","thebetweenlands:shock","EntityShock",135
"The Betweenlands","thebetweenlands:shockwave_block","EntityShockwaveBlock",41
"The Betweenlands","thebetweenlands:shockwave_sword_item","EntityShockwaveSwordItem",40
"The Betweenlands","thebetweenlands:silky_pebble","EntitySilkyPebble",186
"The Betweenlands","thebetweenlands:silt_crab","EntitySiltCrab",47
"The Betweenlands","thebetweenlands:sludge","EntitySludge",4
"The Betweenlands","thebetweenlands:sludge_ball","EntitySludgeBall",73
"The Betweenlands","thebetweenlands:sludge_jet","EntitySludgeJet",116
"The Betweenlands","thebetweenlands:sludge_menace","EntitySludgeMenace",132
"The Betweenlands","thebetweenlands:sludge_menace_multipart_dummy","DummyPart",134
"The Betweenlands","thebetweenlands:sludge_wall_jet","EntitySludgeWallJet",120
"The Betweenlands","thebetweenlands:small_sludge_worm","EntitySludgeWorm",91
"The Betweenlands","thebetweenlands:smoll_sludge","EntitySmollSludge",75
"The Betweenlands","thebetweenlands:snail_poison_jet","EntitySnailPoisonJet",24
"The Betweenlands","thebetweenlands:spike_wave","EntitySpikeWave",85
"The Betweenlands","thebetweenlands:spirit_tree_face_large","EntitySpiritTreeFaceLarge",82
"The Betweenlands","thebetweenlands:spirit_tree_face_mask","EntitySpiritTreeFaceMask",87
"The Betweenlands","thebetweenlands:spirit_tree_face_small","EntitySpiritTreeFaceSmall",81
"The Betweenlands","thebetweenlands:splodeshroom","EntitySplodeshroom",121
"The Betweenlands","thebetweenlands:spore_jet","EntitySporeJet",74
"The Betweenlands","thebetweenlands:sporeling","EntitySporeling",12
"The Betweenlands","thebetweenlands:stalker","EntityStalker",157
"The Betweenlands","thebetweenlands:swamp_hag","EntitySwampHag",6
"The Betweenlands","thebetweenlands:swarm","EntitySwarm",159
"The Betweenlands","thebetweenlands:sword_energy","EntitySwordEnergy",39
"The Betweenlands","thebetweenlands:tamed_spirit_tree_face","EntityTamedSpiritTreeFace",83
"The Betweenlands","thebetweenlands:tar_beast","EntityTarBeast",45
"The Betweenlands","thebetweenlands:tarminion","EntityTarminion",54
"The Betweenlands","thebetweenlands:termite","EntityTermite",29
"The Betweenlands","thebetweenlands:thrown_tarminion","EntityThrownTarminion",56
"The Betweenlands","thebetweenlands:tiny_sludge_worm","EntityTinySludgeWorm",93
"The Betweenlands","thebetweenlands:tiny_sludge_worm_helper","EntityTinySludgeWormHelper",98
"The Betweenlands","thebetweenlands:tiny_worm_egg_sac","EntityTinyWormEggSac",97
"The Betweenlands","thebetweenlands:toad","EntityGiantToad",31
"The Betweenlands","thebetweenlands:triggered_falling_block","EntityTriggeredFallingBlock",117
"The Betweenlands","thebetweenlands:triggered_sludge_wall_jet","EntityTriggeredSludgeWallJet",118
"The Betweenlands","thebetweenlands:urchin_spike_aoe","EntityUrchinSpikeAOE",184
"The Betweenlands","thebetweenlands:volarkite","EntityVolarkite",59
"The Betweenlands","thebetweenlands:volatile_soul","EntityVolatileSoul",44
"The Betweenlands","thebetweenlands:wall_lamprey","EntityWallLamprey",103
"The Betweenlands","thebetweenlands:wall_living_root","EntityWallLivingRoot",107
"The Betweenlands","thebetweenlands:weedwood_rowboat","EntityWeedwoodRowboat",69
"The Betweenlands","thebetweenlands:wight","EntityWight",8
"The Betweenlands","thebetweenlands:wild_emberling","EntityEmberlingWild",129
"The Betweenlands","thebetweenlands:worm_ground_spawner","EntityWormGroundSpawner",148
"The Hordes","hordes:zombie_player","EntityZombiePlayer",201
"The Twilight Forest","twilightforest:adherent","EntityTFAdherent",56
"The Twilight Forest","twilightforest:armored_giant","EntityTFArmoredGiant",53
"The Twilight Forest","twilightforest:bighorn_sheep","EntityTFBighorn",1
"The Twilight Forest","twilightforest:blockchain_goblin","EntityTFBlockGoblin",39
"The Twilight Forest","twilightforest:boggard","EntityTFBoggard",78
"The Twilight Forest","twilightforest:bunny","EntityTFBunny",17
"The Twilight Forest","twilightforest:castle_guardian","EntityTFCastleGuardian",58
"The Twilight Forest","twilightforest:chain_block","EntityTFChainBlock",75
"The Twilight Forest","twilightforest:charm_effect","EntityTFCharmEffect",68
"The Twilight Forest","twilightforest:cube_of_annihilation","EntityTFCubeOfAnnihilation",76
"The Twilight Forest","twilightforest:death_tome","EntityTFDeathTome",22
"The Twilight Forest","twilightforest:deer","EntityTFDeer",2
"The Twilight Forest","twilightforest:falling_ice","EntityTFFallingIce",70
"The Twilight Forest","twilightforest:fire_beetle","EntityTFFireBeetle",25
"The Twilight Forest","twilightforest:firefly","EntityTFMobileFirefly",32
"The Twilight Forest","twilightforest:giant_miner","EntityTFGiantMiner",52
"The Twilight Forest","twilightforest:goblin_knight_lower","EntityTFGoblinKnightLower",41
"The Twilight Forest","twilightforest:goblin_knight_upper","EntityTFGoblinKnightUpper",40
"The Twilight Forest","twilightforest:harbinger_cube","EntityTFHarbingerCube",55
"The Twilight Forest","twilightforest:hedge_spider","EntityTFHedgeSpider",9
"The Twilight Forest","twilightforest:helmet_crab","EntityTFHelmetCrab",42
"The Twilight Forest","twilightforest:hostile_wolf","EntityTFHostileWolf",7
"The Twilight Forest","twilightforest:hydra","EntityTFHydra",10
"The Twilight Forest","twilightforest:hydra_head","EntityTFHydraHead",59
"The Twilight Forest","twilightforest:hydra_mortar","EntityTFHydraMortar",64
"The Twilight Forest","twilightforest:ice_arrow","EntityIceArrow",73
"The Twilight Forest","twilightforest:ice_crystal","EntityTFIceCrystal",54
"The Twilight Forest","twilightforest:ice_snowball","EntityTFIceSnowball",74
"The Twilight Forest","twilightforest:king_spider","EntityTFKingSpider",31
"The Twilight Forest","twilightforest:knight_phantom","EntityTFKnightPhantom",43
"The Twilight Forest","twilightforest:kobold","EntityTFKobold",20
"The Twilight Forest","twilightforest:lich","EntityTFLich",11
"The Twilight Forest","twilightforest:lich_bolt","EntityTFLichBolt",61
"The Twilight Forest","twilightforest:lich_bomb","EntityTFLichBomb",65
"The Twilight Forest","twilightforest:lich_minion","EntityTFLichMinion",13
"The Twilight Forest","twilightforest:loyal_zombie","EntityTFLoyalZombie",14
"The Twilight Forest","twilightforest:maze_slime","EntityTFMazeSlime",28
"The Twilight Forest","twilightforest:mini_ghast","EntityTFMiniGhast",33
"The Twilight Forest","twilightforest:minoshroom","EntityTFMinoshroom",24
"The Twilight Forest","twilightforest:minotaur","EntityTFMinotaur",23
"The Twilight Forest","twilightforest:mist_wolf","EntityTFMistWolf",30
"The Twilight Forest","twilightforest:moonworm_shot","EntityTFMoonwormShot",66
"The Twilight Forest","twilightforest:mosquito_swarm","EntityTFMosquitoSwarm",21
"The Twilight Forest","twilightforest:naga","EntityTFNaga",5
"The Twilight Forest","twilightforest:nature_bolt","EntityTFNatureBolt",60
"The Twilight Forest","twilightforest:penguin","EntityTFPenguin",12
"The Twilight Forest","twilightforest:pinch_beetle","EntityTFPinchBeetle",27
"The Twilight Forest","twilightforest:quest_ram","EntityTFQuestRam",19
"The Twilight Forest","twilightforest:raven","EntityTFRaven",18
"The Twilight Forest","twilightforest:redcap","EntityTFRedcap",3
"The Twilight Forest","twilightforest:redcap_sapper","EntityTFRedcapSapper",29
"The Twilight Forest","twilightforest:rising_zombie","EntityTFRisingZombie",79
"The Twilight Forest","twilightforest:roving_cube","EntityTFRovingCube",57
"The Twilight Forest","twilightforest:seeker_arrow","EntitySeekerArrow",72
"The Twilight Forest","twilightforest:skeleton_druid","EntityTFSkeletonDruid",6
"The Twilight Forest","twilightforest:slider","EntityTFSlideBlock",77
"The Twilight Forest","twilightforest:slime_beetle","EntityTFSlimeBeetle",26
"The Twilight Forest","twilightforest:slime_blob","EntityTFSlimeProjectile",67
"The Twilight Forest","twilightforest:snow_guardian","EntityTFSnowGuardian",47
"The Twilight Forest","twilightforest:snow_queen","EntityTFSnowQueen",50
"The Twilight Forest","twilightforest:squirrel","EntityTFSquirrel",16
"The Twilight Forest","twilightforest:stable_ice_core","EntityTFIceShooter",48
"The Twilight Forest","twilightforest:swarm_spider","EntityTFSwarmSpider",4
"The Twilight Forest","twilightforest:thrown_ice","EntityTFIceBomb",71
"The Twilight Forest","twilightforest:thrown_wep","EntityTFThrownWep",69
"The Twilight Forest","twilightforest:tiny_bird","EntityTFTinyBird",15
"The Twilight Forest","twilightforest:tome_bolt","EntityTFTomeBolt",63
"The Twilight Forest","twilightforest:tower_broodling","EntityTFTowerBroodling",37
"The Twilight Forest","twilightforest:tower_ghast","EntityTFTowerGhast",34
"The Twilight Forest","twilightforest:tower_golem","EntityTFTowerGolem",35
"The Twilight Forest","twilightforest:tower_termite","EntityTFTowerTermite",36
"The Twilight Forest","twilightforest:troll","EntityTFTroll",51
"The Twilight Forest","twilightforest:unstable_ice_core","EntityTFIceExploder",49
"The Twilight Forest","twilightforest:ur_ghast","EntityTFUrGhast",38
"The Twilight Forest","twilightforest:wand_bolt","EntityTFTwilightWandBolt",62
"The Twilight Forest","twilightforest:wild_boar","EntityTFBoar",0
"The Twilight Forest","twilightforest:winter_wolf","EntityTFWinterWolf",46
"The Twilight Forest","twilightforest:wraith","EntityTFWraith",8
"The Twilight Forest","twilightforest:yeti","EntityTFYeti",44
"The Twilight Forest","twilightforest:yeti_alpha","EntityTFYetiAlpha",45
"Tinkers' Construct","tconstruct:arrow","EntityArrow",10
"Tinkers' Construct","tconstruct:blueslime","EntityBlueSlime",1
"Tinkers' Construct","tconstruct:bolt","EntityBolt",11
"Tinkers' Construct","tconstruct:fancy_frame","EntityFancyItemFrame",2
"Tinkers' Construct","tconstruct:indestructible","IndestructibleEntityItem",0
